repo,stars,size_kb,age_days,open_issues,language,ci_pass_pct,ci_total,pr_merge_hours,pr_merged_count,releases_per_week,release_count_90d,has_actions,type
codecrafters-io/build-your-own-x,479558,1201,2869,445,Markdown,100,1,6374.7,10,0,0,1,non-code
sindresorhus/awesome,446332,1534,4267,83,unknown,35,20,21.7,5,0,0,1,non-code
freeCodeCamp/freeCodeCamp,438404,556507,4101,232,TypeScript,85,20,14.3,11,0,0,1,code
public-apis/public-apis,411485,5012,3649,1006,Python,0,20,,0,0,0,1,non-code
EbookFoundation/free-programming-books,384160,21056,4541,72,Python,75,20,98.4,9,0,0,1,non-code
kamranahmedse/developer-roadmap,351074,359973,3289,23,TypeScript,95,20,0.1,17,0,0,1,non-code
donnemartin/system-design-primer,339205,11276,3306,518,Python,,0,1429.6,6,0,0,0,non-code
jwasham/coding-interview-university,337910,22700,3572,98,unknown,100,15,1142.3,4,0,0,1,non-code
openclaw/openclaw,320005,306241,113,14351,TypeScript,100,20,,0,1.56,20,1,code
vinta/awesome-python,287631,4767,4281,16,Python,0,20,14.6,4,0,0,1,non-code
awesome-selfhosted/awesome-selfhosted,280587,16792,3943,0,unknown,,0,52.5,8,0,0,0,non-code
996icu/996.ICU,275787,189351,2548,16700,unknown,,0,48.5,13,0,0,0,non-code
practical-tutorials/project-based-learning,261150,438,3262,281,unknown,,0,728.6,6,0,0,0,non-code
facebook/react,244004,942788,4680,1172,JavaScript,35,20,26.7,8,0.23,3,1,code
torvalds/linux,223310,6094144,5308,3,C,0,3,,0,0,0,1,code
TheAlgorithms/Python,218784,15734,3531,889,Python,95,20,0.5,1,0,0,1,code
trimstray/the-book-of-secret-knowledge,210458,1748,2824,120,unknown,0,1,2244.9,6,0,0,1,non-code
vuejs/vue,209998,32152,4615,623,TypeScript,0,6,12.4,2,0,0,1,code
ossu/computer-science,202519,1771,4336,20,HTML,50,20,1.2,9,0,0,1,non-code
trekhleb/javascript-algorithms,195773,14903,2915,396,JavaScript,45,20,0.1,3,0,0,1,non-code
tensorflow/tensorflow,194201,1290652,3784,3774,C++,90,20,12.6,8,0.23,3,1,code
ohmyzsh/ohmyzsh,185437,13480,6045,529,Shell,95,20,33.8,12,0,0,1,code
getify/You-Dont-Know-JS,184497,15241,4505,2,unknown,100,2,0.1,2,0,0,1,code
CyC2018/CS-Notes,183952,116179,2954,195,unknown,,0,,0,0,0,0,non-code
microsoft/vscode,182772,1155437,3848,15405,TypeScript,55,20,2.1,16,0.86,11,1,code
Significant-Gravitas/AutoGPT,182539,394674,1097,369,Python,70,20,24,15,0.86,11,1,code
jackfrued/Python-100-Days,179743,401413,2938,693,Jupyter Notebook,0,5,,0,0,0,1,non-code
n8n-io/n8n,179651,422605,2460,1427,TypeScript,25,20,21.3,17,1.56,20,1,code
flutter/flutter,175590,433844,4029,12481,Dart,30,20,4.7,19,0,0,1,code
twbs/bootstrap,174084,279932,5345,478,MDX,80,20,0.1,7,0,0,1,code
github/gitignore,173058,2994,5608,109,unknown,85,20,425.3,20,0,0,1,non-code
massgravel/Microsoft-Activation-Scripts,169077,12790,2256,3,Batchfile,,0,9.1,1,0.08,1,0,non-code
avelino/awesome-go,167577,10983,4272,172,Go,30,20,0,16,0,0,1,non-code
ollama/ollama,165378,74737,995,2669,Go,25,20,4,14,1.56,20,1,code
AUTOMATIC1111/stable-diffusion-webui,161839,36552,1303,2470,Python,30,20,125.7,2,0,0,1,code
jlevy/the-art-of-command-line,160362,2772,3954,256,unknown,,0,134.9,11,0,0,0,non-code
huggingface/transformers,157983,456244,2696,2346,Python,35,20,16.8,15,0.78,10,1,code
Snailclimb/JavaGuide,154301,179863,2871,67,Java,60,20,21.7,16,0,0,1,non-code
f/prompts.chat,153075,232397,1198,34,HTML,45,20,1.8,6,0,0,1,non-code
DigitalPlatDev/FreeDomain,152844,969,656,31,HTML,,0,377.7,1,0,0,0,non-code
yt-dlp/yt-dlp,151735,60189,1969,2380,Python,80,20,17.4,10,0.47,6,1,code
airbnb/javascript,148121,3727,4884,189,JavaScript,30,20,5.7,2,0,0,1,non-code
521xueweihan/HelloGitHub,146469,8933,3605,298,Python,,0,0.6,1,0.23,3,0,code
langflow-ai/langflow,145780,1181942,1133,882,Python,75,20,67.9,14,1.01,13,1,code
ytdl-org/youtube-dl,139894,65510,5616,4118,Python,70,20,191.1,2,0,0,1,code
vercel/next.js,138366,2513581,3450,3473,JavaScript,35,20,17.7,16,1.56,20,1,code
yangshun/tech-interview-handbook,138190,32858,3543,64,TypeScript,0,20,12.1,17,0,0,1,non-code
Genymobile/scrcpy,137119,8102,3038,2756,C,86,7,256.1,5,0.08,1,1,code
langgenius/dify,133238,320030,1070,787,TypeScript,80,20,9,16,0.62,8,1,code
golang/go,133085,428690,4229,9867,Go,5,20,,0,0,0,1,code
supabase/supabase,99156,2303017,2349,937,TypeScript,65,20,1.2,13,0.23,3,1,code
2dust/v2rayN,99030,46321,2423,28,C#,100,20,7,16,1.01,13,1,code
Anduin2017/HowToCook,98891,465174,2208,471,Dockerfile,90,20,8.9,17,0,0,1,code
ggml-org/llama.cpp,98360,331674,1103,1284,C++,75,20,40,9,1.56,20,1,code
pytorch/pytorch,98353,1272072,3504,18075,Python,70,20,13.7,1,0.08,1,1,code
mtdvio/every-programmer-should-know,98268,226,3127,22,unknown,,0,9934.6,11,0,0,0,non-code
google-gemini/gemini-cli,98098,60943,334,2891,TypeScript,100,20,16.1,4,1.56,20,1,code
mui/material-ui,98050,716533,4229,1729,JavaScript,100,20,25.2,16,0.54,7,1,code
ant-design/ant-design,97748,257325,3980,1363,TypeScript,100,20,1.4,19,1.01,13,1,code
neovim/neovim,97283,373562,4428,1949,Vim Script,70,20,121.5,16,0.23,3,1,code
fastapi/fastapi,96301,37020,2656,165,Python,70,20,27.3,9,1.56,20,1,code
openai/whisper,96138,12792,1278,116,Python,75,20,1192.4,5,0,0,1,code
anthropics/skills,95875,3337,176,503,Python,15,20,,0,0,0,1,code
nvbn/thefuck,95714,4043,3996,411,Python,0,5,4161.8,6,0,0,1,code
microsoft/Web-Dev-For-Beginners,95428,2194696,1954,44,JavaScript,55,20,39.7,17,0,0,1,non-code
immich-app/immich,95005,279688,1503,658,TypeScript,95,20,38,13,0.54,7,1,code
firecrawl/firecrawl,94353,84317,701,219,TypeScript,25,20,0.8,11,0.08,1,1,code
ryanmcdermott/clean-code-javascript,94319,520,3399,122,JavaScript,,0,13631.9,1,0,0,0,non-code
tailwindlabs/tailwindcss,94102,113429,3084,97,TypeScript,75,20,9.5,12,0.16,2,1,code
puppeteer/puppeteer,93854,1335544,3234,296,TypeScript,80,20,6.3,17,1.56,20,1,code
iluwatar/java-design-patterns,93808,47540,4238,215,Java,100,20,5645.1,11,0,0,1,non-code
nvm-sh/nvm,92362,4054,5815,386,Shell,85,20,3679.7,9,0.08,1,1,code
deepseek-ai/DeepSeek-R1,91958,1571,421,44,unknown,100,20,1671.1,4,0,0,1,code
obra/superpowers,91565,1909,159,142,Shell,0,20,30.6,3,0.08,1,1,code
florinpop17/app-ideas,91304,648,2577,594,unknown,,0,,0,0,0,0,non-code
microsoft/markitdown,90874,4235,489,470,Python,40,20,94.4,11,0.16,2,1,code
PanJiaChen/vue-element-admin,90287,15433,3257,1372,Vue,,0,1.4,1,0,0,0,code
storybookjs/storybook,89469,1108072,3652,2198,TypeScript,75,20,20.4,20,1.56,20,1,code
bitcoin/bitcoin,88523,310016,5567,689,C++,35,20,88.2,11,0.23,3,1,code
rasbt/LLMs-from-scratch,88477,15703,968,4,Jupyter Notebook,100,20,0.4,16,0,0,1,non-code
gin-gonic/gin,88282,10587,4292,646,Go,95,20,15.3,10,0.08,1,1,code
oven-sh/bun,88207,448368,1799,6208,Zig,80,20,14.2,4,0.39,5,1,code
ChatGPTNextWeb/NextChat,87523,20721,1103,798,TypeScript,25,20,,0,0,0,1,code
gohugoio/hugo,87124,138221,4639,265,Go,65,20,2.5,11,1.48,19,1,code
django/django,87080,278027,5072,433,Python,10,20,405.3,10,0,0,1,code
mermaid-js/mermaid,86738,264076,4154,1608,TypeScript,60,20,556.9,18,0.7,9,1,code
opencv/opencv,86635,554332,4989,2736,C++,15,20,105.3,12,0.08,1,1,code
ruanyf/weekly,86226,7498,2712,7307,unknown,,0,2.6,14,0,0,0,non-code
sveltejs/svelte,86092,119631,3404,968,JavaScript,35,20,11.5,16,1.56,20,1,code
home-assistant/core,85404,797697,4564,3583,Python,35,20,60.7,17,1.56,20,1,code
3b1b/manim,85331,76609,4013,476,Python,0,8,3506.7,15,0,0,1,code
microsoft/ML-For-Beginners,84516,2221788,1841,1,Jupyter Notebook,65,20,162.6,18,0,0,1,non-code
microsoft/playwright,84419,227958,2314,611,TypeScript,20,20,11.2,16,0.23,3,1,code
louislam/uptime-kuma,84184,35207,1719,709,JavaScript,95,20,5.9,10,0.78,10,1,code
laravel/laravel,83987,10957,5397,31,Blade,95,20,3.8,9,0.47,6,1,code
MunGell/awesome-for-beginners,83601,916,3797,115,unknown,100,20,180.9,1,0,0,1,non-code
punkpeye/awesome-mcp-servers,83355,11131,473,920,unknown,85,20,27.7,8,0,0,1,non-code
macrozheng/mall,83169,58728,2905,12,Java,,0,,0,0,0,0,code
realworld-apps/realworld,83007,35254,3672,34,TypeScript,95,20,577.7,1,0,0,1,code
affaan-m/everything-claude-code,82753,16827,59,60,JavaScript,5,20,13,17,0.78,10,1,code
Avik-Jain/100-Days-Of-ML-Code,49949,10955,2812,66,unknown,,0,,0,0,0,0,non-code
mastodon/mastodon,49758,356323,3676,4413,Ruby,95,20,15,19,1.01,13,1,code
cypress-io/cypress,49611,534642,4032,1212,TypeScript,30,20,65.5,19,0.47,6,1,code
odoo/odoo,49591,14607014,4326,9515,Python,,0,,0,0,0,0,code
upstash/context7,49464,19082,356,163,TypeScript,50,20,0.6,18,1.56,20,1,code
NARKOZ/hacker-scripts,49435,105,3769,69,JavaScript,,0,455.9,8,0,0,0,non-code
jellyfin/jellyfin,49405,71416,2656,881,C#,55,20,54.7,14,0.08,1,1,code
lyswhut/lx-music-desktop,49361,79039,2407,1100,TypeScript,30,20,20.1,14,0.08,1,1,code
dkhamsing/open-source-ios-apps,49271,29940,4068,1,unknown,85,20,21.6,14,0,0,1,non-code
virattt/ai-hedge-fund,49227,3033,473,90,Python,100,1,14.7,4,0,0,1,code
karpathy/nanochat,49220,1706,155,82,Python,25,4,,0,0,0,1,code
ChrisTitusTech/winutil,49199,13747,1420,19,PowerShell,35,20,2.6,12,0.7,9,1,code
AlistGo/alist,49169,6195,1910,566,Go,75,20,117.4,19,0.23,3,1,code
sansan0/TrendRadar,49152,30085,323,47,Python,100,20,,0,0,0,1,code
dbeaver/dbeaver,49145,212434,3800,3219,Java,80,20,250.2,19,0.47,6,1,code
nlohmann/json,49144,241204,4639,101,C++,90,20,98.6,14,0,0,1,code
huginn/huginn,48885,9015,4756,693,Ruby,50,20,2.1,14,0,0,1,code
TanStack/query,48847,100626,2380,176,TypeScript,90,20,2.3,19,1.56,20,1,code
iamkun/dayjs,48598,6000,2898,1197,JavaScript,55,20,12.5,13,0.08,1,1,code
JuliaLang/julia,48584,361308,5445,4724,Julia,100,20,117.1,16,0.54,7,1,code
ReactiveX/RxJava,48485,146270,4816,23,Java,100,20,4.6,17,0,0,1,code
algorithm-visualizer/algorithm-visualizer,48381,21182,3594,78,JavaScript,,0,906.9,6,0,0,0,code
pandas-dev/pandas,48167,386329,5685,3680,Python,25,20,10.9,17,0.31,4,1,code
moment/moment,48043,22191,5496,295,JavaScript,0,6,0.1,1,0,0,1,code
expo/expo,48020,3572074,3501,847,TypeScript,80,20,35.4,20,0,0,1,code
hashicorp/terraform,47957,352050,4387,1894,Go,80,20,3.7,11,0.54,7,1,code
x64dbg/x64dbg,47906,63168,3993,584,C++,75,20,134.2,14,0,0,1,code
lllyasviel/Fooocus,47883,34158,951,285,Python,94,18,0,3,0,0,1,code
serhii-londar/open-source-mac-os-apps,47867,5795,3057,38,unknown,0,20,0.1,15,0,0,1,non-code
type-challenges/type-challenges,47828,3342,2063,33121,TypeScript,100,20,446,14,0,0,1,non-code
freqtrade/freqtrade,47747,718032,3226,46,Python,90,20,2.5,18,0.31,4,1,code
kelseyhightower/kubernetes-the-hard-way,47745,711,3540,47,unknown,,0,,0,0,0,0,non-code
run-llama/llama_index,47739,413879,1232,253,Python,35,20,14.4,16,0.47,6,1,code
skylot/jadx,47656,25211,4747,416,Java,95,20,17.2,16,0.16,2,1,code
bigskysoftware/htmx,47639,321299,2164,658,JavaScript,40,20,24.2,16,0,0,1,code
kamranahmedse/design-patterns-for-humans,47632,149,3316,17,unknown,,0,3114.5,3,0,0,0,non-code
ggml-org/whisper.cpp,47628,36214,1269,1151,C++,90,20,71.2,15,0.08,1,1,code
minimaxir/big-list-of-naughty-strings,47606,330,3874,108,Python,,0,8198.9,14,0,0,0,non-code
gogs/gogs,47585,211097,4417,963,Go,80,20,17.7,17,0.93,12,1,code
karan/Projects,47497,1790,4639,117,unknown,,0,,0,0,0,0,non-code
ghostty-org/ghostty,47349,66549,1449,191,Zig,100,20,0.4,16,0,0,1,code
akullpp/awesome-java,47331,2572,4269,18,unknown,30,20,1136.4,16,0,0,1,non-code
1c7/chinese-independent-developer,47101,4103,3099,2,unknown,100,20,10.7,19,0,0,1,code
jakevdp/PythonDataScienceHandbook,47069,43642,3506,230,Jupyter Notebook,,0,,0,0,0,0,non-code
Homebrew/brew,47068,109878,3664,18,Ruby,75,20,3.4,19,0.86,11,1,code
brillout/awesome-react-components,47060,1367,3553,34,unknown,40,20,9418.3,15,0,0,1,non-code
typescript-cheatsheets/react,47006,3146,2846,1,JavaScript,45,20,12.5,6,0,0,1,non-code
slab/quill,46963,18429,4978,629,TypeScript,50,20,0.4,5,0,0,1,code
v2ray/v2ray-core,46957,55144,3847,8,Go,80,20,,0,0,0,1,code
serverless/serverless,46945,103240,3984,1220,JavaScript,75,20,2.4,19,0.62,8,1,code
xuxueli/xxl-job,29984,38699,3762,223,Java,75,20,68.3,3,0.08,1,1,code
AllThingsSmitty/css-protips,29935,7327,3853,6,unknown,,0,0,9,0,0,0,non-code
GoogleChrome/lighthouse,29933,352506,3662,512,JavaScript,45,20,11.6,16,0.16,2,1,code
encode/django-rest-framework,29928,63108,5494,78,Python,85,20,45.6,17,0,0,1,code
ageron/handson-ml2,29928,154116,2626,228,Jupyter Notebook,0,15,28.9,3,0,0,1,non-code
google-research/tuning_playbook,29919,1837,1154,14,unknown,0,1,2343.4,11,0,0,1,non-code
square/leakcanary,29912,147800,3975,154,Kotlin,80,20,11.6,17,0,0,1,code
nvim-lua/kickstart.nvim,29874,872,1363,26,Lua,40,20,81.8,3,0,0,1,code
musistudio/claude-code-router,29864,13894,386,836,TypeScript,88,8,,0,0,0,1,code
iced-rs/iced,29863,21704,2437,409,Rust,10,20,16,14,0,0,1,code
filamentphp/filament,29834,488078,2190,34,PHP,35,20,19.2,16,1.56,20,1,code
hashicorp/consul,29800,489291,4516,1384,Go,35,20,25,13,0.23,3,1,code
apolloconfig/apollo,29771,57207,3665,147,Java,100,20,0.2,13,0.16,2,1,code
openssl/openssl,29768,331066,4809,1611,C,85,20,,0,0.47,6,1,code
foundation/foundation-sites,29766,126117,5269,77,HTML,25,4,6788.5,12,0,0,1,code
ChromeDevTools/chrome-devtools-mcp,29757,4736,187,90,TypeScript,55,20,29.4,16,1.09,14,1,code
nginx/nginx,29719,75267,3920,345,C,100,20,43.8,20,0.31,4,1,code
JushBJJ/Mr.-Ranedeer-AI-Tutor,29673,342,1082,16,unknown,,0,,0,0,0,0,non-code
sampotts/plyr,29667,66324,4049,927,JavaScript,,0,4669.8,9,0.08,1,0,code
alibaba/canal,29633,24243,4811,1238,Java,95,20,659,13,0,0,1,code
vuejs/vue-cli,29628,31134,3734,1071,JavaScript,,0,206.3,4,0,0,0,code
qdrant/qdrant,29623,46909,2117,506,Rust,55,20,2.3,13,0.16,2,1,code
hehonghui/awesome-english-ebooks,29612,14127679,1359,0,CSS,,0,,0,0,0,0,non-code
helm/helm,29605,27172,3816,431,Go,60,20,29.5,13,0.7,9,1,code
aosabook/500lines,29591,60251,4517,58,JavaScript,,0,47.8,6,0,0,0,non-code
realpython/python-guide,29541,6901,5482,130,Batchfile,,0,3487.2,10,0,0,0,non-code
react-boilerplate/react-boilerplate,29530,8943,4045,129,JavaScript,,0,,0,0,0,0,code
dandavison/delta,29528,11208,2458,366,Rust,65,20,92.8,15,0,0,1,code
tailscale/tailscale,29520,74241,2237,4157,Go,95,20,16.9,17,0.23,3,1,code
flameshot-org/flameshot,29510,26970,3233,655,C++,95,20,40.8,7,0,0,1,code
elsewhencode/project-guidelines,29503,507,3182,16,JavaScript,,0,521.6,16,0,0,0,non-code
HKUDS/LightRAG,29491,86462,531,198,Python,70,20,5.6,13,0.39,5,1,code
bigint/hey,29486,65898,1459,6,TypeScript,85,20,43.4,12,0,0,1,code
CopilotKit/CopilotKit,29476,673691,1003,585,TypeScript,40,20,0.7,10,0.7,9,1,code
feder-cr/Jobs_Applier_AI_Agent_AIHawk,29463,194,590,28,Python,0,20,199.9,3,0,0,1,code
Pierian-Data/Complete-Python-3-Bootcamp,29459,52492,2955,270,Jupyter Notebook,,0,0,2,0,0,0,non-code
shadps4-emu/shadPS4,29436,54198,1240,139,C++,70,20,2.4,17,0.31,4,1,code
standard/standard,29434,3752,4068,129,JavaScript,81,16,22,9,0,0,1,code
IanLunn/Hover,29408,994,4457,42,SCSS,,0,1378.2,7,0,0,0,code
honojs/hono,29405,8766,1554,344,TypeScript,45,20,128.2,11,1.4,18,1,code
abhisheknaiidu/awesome-github-profile-readme,29386,12647,2074,635,unknown,20,20,298.9,2,0,0,1,non-code
MichaelCade/90DaysOfDevOps,29386,374887,1542,16,Shell,100,20,444.2,16,0,0,1,non-code
farion1231/cc-switch,29367,34818,225,419,Rust,65,20,41.7,14,1.17,15,1,code
composer/composer,29349,28922,5396,140,PHP,95,20,117.4,15,0.31,4,1,code
statelyai/xstate,29333,272685,3837,152,TypeScript,60,20,76.8,6,1.56,20,1,code
binwiederhier/ntfy,29262,41262,1606,333,Go,85,20,16.5,12,0.47,6,1,code
karpathy/llm.c,29178,2151,708,218,Cuda,30,20,86.3,14,0,0,1,code
kodecocodes/swift-algorithm-club,29138,14083,3703,62,Swift,,0,1238.5,6,0,0,0,non-code
lukehoban/es6features,29136,199,4397,38,unknown,,0,38.8,5,0,0,0,non-code
microsoft/playwright-mcp,29122,1838,361,24,TypeScript,55,20,34.9,12,1.09,14,1,code
frida/frida,19999,21026,4722,1931,Meson,20,20,28.1,14,0.78,10,1,code
fchollet/deep-learning-with-python-notebooks,19990,7128,3115,207,Jupyter Notebook,,0,244.7,7,0,0,0,non-code
verl-project/verl,19982,19510,503,1867,Python,5,20,65.8,13,0.16,2,1,code
Atlas-OS/Atlas,19979,372272,1864,7,Batchfile,100,20,20.8,14,0,0,1,code
segment-boneyard/nightmare,19965,2538,4364,203,JavaScript,,0,,0,0,0,0,code
ruanyf/jstraining,19965,4096,3428,0,unknown,0,1,11.9,15,0,0,1,non-code
GoogleCloudPlatform/microservices-demo,19959,36632,2783,53,Go,60,20,565.5,16,0.08,1,1,code
tipsy/profile-summary-for-github,19943,3283,3019,22,Vue,100,1,6.5,14,0,0,1,code
basecamp/trix,19933,7337,4611,172,JavaScript,85,20,87.4,15,0.16,2,1,code
MaaAssistantArknights/MaaAssistantArknights,19930,969662,1712,608,C++,90,20,0.4,15,1.56,20,1,code
pure-admin/vue-pure-admin,19926,389396,1948,4,Vue,100,20,339.9,16,0,0,1,code
apache/casbin,19925,6606,3265,69,Go,70,20,2.8,12,1.17,15,1,code
openai/gpt-oss,19917,11004,267,91,Python,45,20,19.2,10,0.08,1,1,code
gitbutlerapp/gitbutler,19907,171095,1141,673,Rust,85,20,6.1,18,0.93,12,1,code
dyad-sh/dyad,19905,30755,341,270,TypeScript,50,20,0.9,13,1.56,20,1,code
navidrome/navidrome,19905,51699,3674,198,Go,75,20,13.5,14,0.23,3,1,code
vercel/chatbot,19902,16042,1033,76,TypeScript,80,20,0,14,0,0,1,code
google/filament,19897,1074093,2783,198,C++,95,20,45.5,18,0.78,10,1,code
KaTeX/KaTeX,19892,93928,4638,438,TypeScript,90,20,16.4,16,0.86,11,1,code
inancgumus/learngo,19890,3295,2710,40,Go,,0,336.4,5,0,0,0,non-code
microsoft/fluentui,19877,826191,3571,667,TypeScript,75,20,17.6,14,1.56,20,1,code
ReactiveCocoa/ReactiveCocoa,19873,17070,5128,11,Swift,0,2,845.9,14,0,0,1,code
enzymejs/enzyme,19872,7893,3780,281,JavaScript,95,20,19.7,8,0,0,1,code
programthink/books,19863,1117,3943,109,unknown,,0,,0,0,0,0,non-code
yanue/V2rayU,19862,202610,2713,141,unknown,95,20,14.5,11,0,0,1,code
w-okada/voice-changer,19857,188288,1304,413,Python,100,20,77.6,9,0,0,1,code
Awesome-HarmonyOS/HarmonyOS,19851,23807,2412,49,C,,0,26.4,5,0,0,0,non-code
grpc-ecosystem/grpc-gateway,19846,12848,4001,157,Go,90,20,0.2,19,0.54,7,1,code
xi-editor/xi-editor,19845,9704,3612,154,Rust,,0,21.8,18,0,0,0,code
afatcoder/LeetcodeTop,19842,587,2086,43,unknown,,0,0,7,0,0,0,non-code
garrytan/gstack,19837,23363,6,75,TypeScript,0,20,0.1,14,0,0,1,code
rakyll/hey,19827,1086,3483,185,Go,63,19,171.2,5,0.08,1,1,code
JetBrains/intellij-community,19820,5648561,5282,164,Java,30,20,,0,0.86,11,1,code
google/fonts,19814,2907808,4052,1351,HTML,55,20,6.1,20,0,0,1,code
go-playground/validator,19799,2217,4051,316,Go,100,20,26.5,16,0.16,2,1,code
jasontaylordev/CleanArchitecture,19796,9844,2353,7,Bicep,95,20,0.2,19,0.86,11,1,code
nginx-proxy/nginx-proxy,19778,1918,4334,337,Python,90,20,110,19,0.16,2,1,code
dhg/Skeleton,19761,6398,5435,138,CSS,,0,,0,0,0,0,code
apollographql/apollo-client,19724,100474,3672,419,TypeScript,85,20,28.1,18,1.24,16,1,code
marimo-team/marimo,19724,205923,946,572,Python,85,20,4.6,13,1.24,16,1,code
dailydotdev/daily,19715,21528,3049,12,unknown,100,20,2,18,0,0,1,code
SnapDrop/snapdrop,19701,3571,3742,290,JavaScript,,0,722.2,3,0,0,0,code
huggingface/candle,19697,18203,1002,628,Rust,20,20,15.3,14,0,0,1,code
infinitered/ignite,19696,61834,3688,32,TypeScript,100,20,94.8,13,0.08,1,1,code
nuysoft/Mock,19656,5409,4708,342,JavaScript,,0,43.2,7,0,0,0,code
trojan-gfw/trojan,19655,927,3069,94,C++,,0,563.6,9,0,0,0,code
Universidade-Livre/ciencia-da-computacao,19654,554,1724,3,unknown,,0,73.6,11,0,0,0,non-code
cube-js/cube,19645,432371,2739,896,Rust,80,20,1.9,19,1.56,20,1,code
lin-xin/vue-manage-system,19637,3844,3395,151,Vue,,0,2089.5,3,0,0,0,code
nikitabobko/AeroSpace,19636,12906,1031,191,Swift,80,20,113.1,3,0.16,2,1,code
andkret/Cookbook,14996,38467,2564,125,Python,10,20,25.9,15,0,0,1,non-code
paperjs/paper.js,14995,111156,5517,430,JavaScript,,0,168.8,13,0,0,0,code
chentsulin/awesome-graphql,14991,978,3901,0,unknown,10,20,5.6,17,0,0,1,non-code
wazuh/wazuh,14985,492214,3871,2836,C++,85,20,85.2,18,0.23,3,1,code
Bash-it/bash-it,14984,43147,5645,6,Shell,75,20,18.2,15,0,0,1,code
CesiumGS/cesium,14983,837365,5128,1588,JavaScript,80,20,110.9,15,0.31,4,1,code
cachethq/cachet,14981,37025,4139,29,PHP,75,20,0.4,17,0,0,1,code
